,date,humidity
328,2016-01-28,66.3
329,2016-01-28,73
330,2016-01-28,73.6
331,2016-01-28,82.9
332,2016-01-28,90
333,2016-10-28,81.4
334,2016-11-28,61.5
335,2016-12-28,55.6
336,2016-01-29,83.5
337,2016-01-29,43.8
338,2016-01-29,60
339,2016-01-29,63.3
340,2016-01-29,74.1
341,2016-01-29,78.4
342,2016-01-29,74.6
343,2016-01-29,61.1
344,2016-01-29,86.4
345,2016-10-29,68.3
346,2016-11-29,56
347,2016-12-29,47.5
348,2016-01-30,75.1
349,2016-01-30,64.5
350,2016-01-30,53.6
351,2016-01-30,57.5
352,2016-01-30,58.9
353,2016-01-30,78.3
354,2016-01-30,69.9
355,2016-01-30,55.1
356,2016-01-30,88.5
357,2016-10-30,64.8
358,2016-11-30,71
359,2016-12-30,51.6
360,2016-01-31,56.3
361,2016-01-31,59.1
362,2016-01-31,61.9
363,2016-01-31,62.15
364,2016-01-31,62.4
365,2016-01-31,65.2
366,2016-01-31,68
367,2016-01-31,43.6
368,2016-01-31,62.25
369,2016-10-31,80.9
370,2016-11-31,73.1
371,2016-12-31,65.3
372,2017-01-01,71.9
373,2017-01-01,34.6
374,2017-01-01,61.3
375,2017-01-01,78.9
376,2017-01-01,52.6
377,2017-01-01,58.1
378,2017-01-01,74
379,2017-01-01,81.5
380,2017-01-01,50.8
381,2016-10-01,81.1
382,2016-11-01,61.9
383,2016-12-01,31
384,2017-01-02,72.8
385,2017-01-02,37.9
386,2017-01-02,50.6
387,2017-01-02,58.8
388,2017-01-02,49.6
389,2017-01-02,49.3
390,2017-01-02,79.3
391,2017-01-02,81.5
392,2017-01-02,63
393,2016-10-02,79.8
394,2016-11-02,74
395,2016-12-02,54.5
396,2017-01-03,68.4
397,2017-01-03,48.8
398,2017-01-03,48.6
399,2017-01-03,45.9
400,2017-01-03,54.3
401,2017-01-03,47
402,2017-01-03,72.6
403,2017-01-03,71.8
404,2017-01-03,61
405,2016-10-03,75.6
406,2016-11-03,65.5
407,2016-12-03,68.8
408,2017-01-04,71.9
409,2017-01-04,49.1
410,2017-01-04,57.8
411,2017-01-04,43.5
412,2017-01-04,61
413,2017-01-04,46.8
414,2017-01-04,80.5
415,2017-01-04,71
416,2017-01-04,69.5
417,2016-10-04,67
418,2016-11-04,51.5
419,2016-12-04,53.6
420,2017-01-05,68.1
421,2017-01-05,67.3
422,2017-01-05,59.4
423,2017-01-05,77.4
424,2017-01-05,88.3
425,2017-01-05,50.5
426,2017-01-05,81.8
427,2017-01-05,68.9
428,2017-01-05,76.3
429,2016-10-05,68.6
430,2016-11-05,67.4
431,2016-12-05,47.1
432,2017-01-06,60.5
433,2017-01-06,40.9
434,2017-01-06,32.6
435,2017-01-06,86.4
436,2017-01-06,41.9
437,2017-01-06,68.6
438,2017-01-06,89.6
439,2017-01-06,62.5
440,2017-01-06,86.4
441,2016-10-06,87.3
442,2016-11-06,71
443,2016-12-06,61.1
444,2017-01-07,69.9
445,2017-01-07,49.8
446,2017-01-07,35.4
447,2017-01-07,69.5
448,2017-01-07,40.6
449,2017-01-07,72.3
450,2017-01-07,90.4
451,2017-01-07,60.3
452,2017-01-07,81
453,2016-10-07,82.4
454,2016-11-07,74.9
455,2016-12-07,64
456,2017-01-08,76.4
457,2017-01-08,45.5
458,2017-01-08,47.5
459,2017-01-08,62.6
460,2017-01-08,50.3
461,2017-01-08,54.6
462,2017-01-08,91.9
463,2017-01-08,70.5
464,2017-01-08,73.8
465,2016-10-08,75.4
466,2016-11-08,53.8
467,2016-12-08,35
468,2017-01-09,57.4
469,2017-01-09,31.5
470,2017-01-09,37.5
471,2017-01-09,56.4
472,2017-01-09,88
473,2017-01-09,49.6
474,2017-01-09,84.3
475,2017-01-09,87
476,2017-01-09,70.8
477,2016-10-09,75
478,2016-11-09,61.4
479,2016-12-09,57.3
480,2017-01-10,55.8
481,2017-01-10,35.9
482,2017-01-10,42
483,2017-01-10,45.3
484,2017-01-10,74.8
485,2017-01-10,63.8
486,2017-01-10,85.8
487,2017-01-10,72.4
488,2017-01-10,68.8
489,2016-10-10,78.3
490,2016-11-10,61.1
491,2016-12-10,69.4
492,2017-01-11,33
493,2017-01-11,37.4
494,2017-01-11,41.9
495,2017-01-11,59
496,2017-01-11,61.6
497,2017-01-11,59
498,2017-01-11,78.5
499,2017-01-11,78.8
500,2017-01-11,87.5
501,2016-10-11,72.8
502,2016-11-11,36.5
503,2016-12-11,39.9
504,2017-01-12,55.3
505,2017-01-12,48.9
506,2017-01-12,49.3
507,2017-01-12,23
508,2017-01-12,85.4
509,2017-01-12,56.5
510,2017-01-12,75.6
511,2017-01-12,76.3
512,2017-01-12,70.5
513,2016-10-12,79.1
514,2016-11-12,58.9
515,2016-12-12,30.8
516,2017-01-13,44.9
517,2017-01-13,50
518,2017-01-13,47.8
519,2017-01-13,42.5
520,2017-01-13,68.8
521,2017-01-13,65.8
522,2017-01-13,78.3
523,2017-01-13,76.1
524,2017-01-13,62.9
525,2016-10-13,58.9
526,2016-11-13,68.1
527,2016-12-13,34.8
528,2017-01-14,34.3
529,2017-01-14,49.5
530,2017-01-14,43.4
531,2017-01-14,49
532,2017-01-14,42.9
533,2017-01-14,61.1
534,2017-01-14,81.9
535,2017-01-14,96.6
536,2017-01-14,65.5
537,2016-10-14,50.1
538,2016-11-14,47.9
539,2016-12-14,36.1
540,2017-01-15,32.4
541,2017-01-15,49.6
542,2017-01-15,43
543,2017-01-15,59.8
544,2017-01-15,49
545,2017-01-15,48.8
546,2017-01-15,80
547,2017-01-15,95.4
548,2017-01-15,58.8
549,2016-10-15,75.8
550,2016-11-15,49
551,2016-12-15,37.1
552,2017-01-16,39.8
553,2017-01-16,66.6
554,2017-01-16,56
555,2017-01-16,62
556,2017-01-16,60.6
557,2017-01-16,57.6
558,2017-01-16,73.6
559,2017-01-16,85.5
560,2017-01-16,56.8
561,2016-10-16,66.1
562,2016-11-16,64.4
563,2016-12-16,40.8
564,2017-01-17,50
565,2017-01-17,44.1
566,2017-01-17,49.5
567,2017-01-17,88.6
568,2017-01-17,60.5
569,2017-01-17,54.4
570,2017-01-17,83.1
571,2017-01-17,80
572,2017-01-17,65.9
573,2016-10-17,75.4
574,2016-11-17,60.8
575,2016-12-17,42
576,2017-01-18,49.4
577,2017-01-18,19.6
578,2017-01-18,51.3
579,2017-01-18,60.4
580,2017-01-18,58
581,2017-01-18,58
582,2017-01-18,83.6
583,2017-01-18,77.4
584,2017-01-18,71
585,2016-10-18,61.9
586,2016-11-18,28.3
587,2016-12-18,56.9
588,2017-01-19,59.1
589,2017-01-19,50.6
590,2017-01-19,53.8
591,2017-01-19,36.1
592,2017-01-19,53.8
593,2017-01-19,54.5
594,2017-01-19,73.5
595,2017-01-19,85.3
596,2017-01-19,70.6
597,2016-10-19,61.4
598,2016-11-19,33.3
599,2016-12-19,51.6
600,2017-01-20,50.1
601,2017-01-20,45.3
602,2017-01-20,75.4
603,2017-01-20,52.6
604,2017-01-20,52.6
605,2017-01-20,73.3
606,2017-01-20,78.1
607,2017-01-20,91.3
608,2017-01-20,65.4
609,2016-10-20,68.6
610,2016-11-20,43.6
611,2016-12-20,52
612,2017-01-21,55.1
613,2017-01-21,48.3
614,2017-01-21,54.4
615,2017-01-21,56.1
616,2017-01-21,59.8
617,2017-01-21,66.6
618,2017-01-21,73.5
619,2017-01-21,90.8
620,2017-01-21,70
621,2016-10-21,62.9
622,2016-11-21,67.6
623,2016-12-21,60.1
624,2017-01-22,42.4
625,2017-01-22,84.5
626,2017-01-22,55.4
627,2017-01-22,68
628,2017-01-22,56.6
629,2017-01-22,62.9
630,2017-01-22,72.9
631,2017-01-22,88.8
632,2017-01-22,70
633,2016-10-22,45.4
634,2016-11-22,60.6
635,2016-12-22,60.4
636,2017-01-23,39.8
637,2017-01-23,42.6
638,2017-01-23,49.4
639,2017-01-23,63.4
640,2017-01-23,67.6
641,2017-01-23,62.9
642,2017-01-23,78.5
643,2017-01-23,77.3
644,2017-01-23,69.3
645,2016-10-23,48.4
646,2016-11-23,47.6
647,2016-12-23,71.4
648,2017-01-24,44.1
649,2017-01-24,31.1
650,2017-01-24,61.3
651,2017-01-24,59.9
652,2017-01-24,73.9
653,2017-01-24,64.3
654,2017-01-24,79.4
655,2017-01-24,68.3
656,2017-01-24,69.8
657,2016-10-24,76.4
658,2016-11-24,56.1
659,2016-12-24,67.9
660,2017-01-25,49
661,2017-01-25,49.6
662,2017-01-25,85.1
663,2017-01-25,68.1
664,2017-01-25,51.9
665,2017-01-25,71.5
666,2017-01-25,87.4
667,2017-01-25,66.9
668,2017-01-25,72.5
669,2016-10-25,72.5
670,2016-11-25,70.8
671,2016-12-25,38.4
672,2017-01-26,45.8
673,2017-01-26,54.5
674,2017-01-26,78.4
675,2017-01-26,71.6
676,2017-01-26,43.8
677,2017-01-26,84.5
678,2017-01-26,69.9
679,2017-01-26,54.5
680,2017-01-26,65
681,2016-10-26,73.6
682,2016-11-26,69.1
683,2016-12-26,44.1
684,2017-01-27,33.6
685,2017-01-27,60.1
686,2017-01-27,60.8
687,2017-01-27,29.5
688,2017-01-27,54.1
689,2017-01-27,70.1
690,2017-01-27,64.1
691,2017-01-27,61.8
692,2017-01-27,81.5
693,2016-10-27,69.8
694,2016-11-27,74.3
695,2016-12-27,30.8
696,2017-01-28,45.1
697,2017-01-28,55.9
698,2017-01-28,55.6
699,2017-01-28,38.8
700,2017-01-28,58
701,2017-01-28,66.6
702,2017-01-28,68
703,2017-01-28,71
704,2017-01-28,63
705,2016-10-28,69.9
706,2016-11-28,77.9
707,2016-12-28,52.9
708,2017-01-29,80.9
709,2017-01-29,83.75
710,2017-01-29,86.6
711,2017-01-29,41
712,2017-01-29,51.6
713,2017-01-29,78.8
714,2017-01-29,80.9
715,2017-01-29,55.6
716,2017-01-29,58.3
717,2016-10-29,48.1
718,2016-11-29,55.6
719,2016-12-29,66.3
720,2017-01-30,47.9
721,2017-01-30,55.15
722,2017-01-30,62.4
723,2017-01-30,45.6
724,2017-01-30,51.6
725,2017-01-30,75.9
726,2017-01-30,78.6
727,2017-01-30,45.8
728,2017-01-30,59.3
729,2016-10-30,39.9
730,2016-11-30,22.1
731,2016-12-30,75.9
732,2017-01-31,50.9
733,2017-01-31,60.4
734,2017-01-31,69.9
735,2017-01-31,69.6
736,2017-01-31,69.3
737,2017-01-31,78.15
738,2017-01-31,87
739,2017-01-31,59.8
740,2017-01-31,58.9
741,2016-10-31,58
742,2016-11-31,50.5
743,2016-12-31,43
744,2018-01-01,47.9
745,2018-01-01,50.5
746,2018-01-01,41.8
747,2018-01-01,66
748,2018-01-01,82.5
749,2018-01-01,56.6
750,2018-01-01,83.9
751,2018-01-01,62.4
752,2018-01-01,83.1
753,2016-10-01,54.4
754,2016-11-01,68.8
755,2016-12-01,64.8
756,2018-01-02,56.9
757,2018-01-02,40.4
758,2018-01-02,43.3
759,2018-01-02,75.8
760,2018-01-02,88.6
761,2018-01-02,57.6
762,2018-01-02,84.6
763,2018-01-02,61.9
764,2018-01-02,80.4
765,2016-10-02,67.1
766,2016-11-02,64.4
767,2016-12-02,71.3
768,2018-01-03,26.5
769,2018-01-03,41.5
770,2018-01-03,64.9
771,2018-01-03,75.8
772,2018-01-03,45.3
773,2018-01-03,64.8
774,2018-01-03,84
775,2018-01-03,67.4
776,2018-01-03,87.9
777,2016-10-03,67.8
778,2016-11-03,65.5
779,2016-12-03,90.9
780,2018-01-04,32.1
781,2018-01-04,29
782,2018-01-04,85.9
783,2018-01-04,86.3
784,2018-01-04,36.1
785,2018-01-04,63.9
786,2018-01-04,72.9
787,2018-01-04,71.6
788,2018-01-04,67.6
789,2016-10-04,68.8
790,2016-11-04,67.3
791,2016-12-04,68
792,2018-01-05,37.9
793,2018-01-05,35.1
794,2018-01-05,82.3
795,2018-01-05,88.6
796,2018-01-05,51.3
797,2018-01-05,80.8
798,2018-01-05,86.4
799,2018-01-05,60.6
800,2018-01-05,68.3
801,2016-10-05,89
802,2016-11-05,69.6
803,2016-12-05,41.1
804,2018-01-06,52.3
805,2018-01-06,30.5
806,2018-01-06,58.3
807,2018-01-06,55.3
808,2018-01-06,90.8
809,2018-01-06,68.1
810,2018-01-06,83.8
811,2018-01-06,66.8
812,2018-01-06,77.6
813,2016-10-06,80
814,2016-11-06,74.9
815,2016-12-06,69.4
816,2018-01-07,61.9
817,2018-01-07,43.9
818,2018-01-07,69
819,2018-01-07,37.6
820,2018-01-07,88.9
821,2018-01-07,66.9
822,2018-01-07,64.3
823,2018-01-07,73.9
824,2018-01-07,81.5
825,2016-10-07,76
826,2016-11-07,82.3
827,2016-12-07,33.8
828,2018-01-08,81.4
829,2018-01-08,44
830,2018-01-08,78.1
831,2018-01-08,51.5
832,2018-01-08,65.1
833,2018-01-08,67.5
834,2018-01-08,68.4
835,2018-01-08,77.5
836,2018-01-08,75.4
837,2016-10-08,62.3
838,2016-11-08,88.6
839,2016-12-08,38.8
840,2018-01-09,45
841,2018-01-09,48.6
842,2018-01-09,68.8
843,2018-01-09,53.8
844,2018-01-09,60
845,2018-01-09,59.9
846,2018-01-09,89.4
847,2018-01-09,75.1
848,2018-01-09,68.8
849,2016-10-09,73.6
850,2016-11-09,62.4
851,2016-12-09,34.4
852,2018-01-10,57.3
853,2018-01-10,43
854,2018-01-10,67.1
855,2018-01-10,69.6
856,2018-01-10,64.8
857,2018-01-10,68.5
858,2018-01-10,82
859,2018-01-10,81.9
860,2018-01-10,62.8
861,2016-10-10,60
862,2016-11-10,74.8
863,2016-12-10,42.1
864,2018-01-11,46.5
865,2018-01-11,42.4
866,2018-01-11,61
867,2018-01-11,39.1
868,2018-01-11,60.3
869,2018-01-11,82.8
870,2018-01-11,75.6
871,2018-01-11,77.3
872,2018-01-11,63.3
873,2016-10-11,47.8
874,2016-11-11,80.4
875,2016-12-11,78.1
876,2018-01-12,47.5
877,2018-01-12,46.5
878,2018-01-12,66.3
879,2018-01-12,39.5
880,2018-01-12,78
881,2018-01-12,83
882,2018-01-12,75.6
883,2018-01-12,74.1
884,2018-01-12,70
885,2016-10-12,66.1
886,2016-11-12,75.4
887,2016-12-12,51.3
888,2018-01-13,47.65
889,2018-01-13,44
890,2018-01-13,71
891,2018-01-13,39
892,2018-01-13,73.8
893,2018-01-13,73.4
894,2018-01-13,75
895,2018-01-13,67.1
896,2018-01-13,84.6
897,2016-10-13,73.9
898,2016-11-13,77
899,2016-12-13,54.4
900,2018-01-14,72.5
901,2018-01-14,60.8
902,2018-01-14,72.4
903,2018-01-14,78.3
904,2018-01-14,64.4
905,2018-01-14,69.1
906,2018-01-14,72.1
907,2018-01-14,65
908,2018-01-14,89
909,2016-10-14,73.4
910,2016-11-14,75.5
911,2016-12-14,44.9
912,2018-01-15,65.6
913,2018-01-15,49
914,2018-01-15,91.8
915,2018-01-15,43.8
916,2018-01-15,72.4
917,2018-01-15,59.3
918,2018-01-15,69.9
919,2018-01-15,68.5
920,2018-01-15,90.1
921,2016-10-15,71.9
922,2016-11-15,74.9
923,2016-12-15,49.4
924,2018-01-16,85.6
925,2018-01-16,30.9
926,2018-01-16,65
927,2018-01-16,58.4
928,2018-01-16,93.4
929,2018-01-16,61.9
930,2018-01-16,69.5
931,2018-01-16,80.9
932,2018-01-16,78.4
933,2016-10-16,80
934,2016-11-16,87
935,2016-12-16,75.6
936,2018-01-17,87.4
937,2018-01-17,22.3
938,2018-01-17,60.8
939,2018-01-17,63.6
940,2018-01-17,91.6
941,2018-01-17,68.6
942,2018-01-17,70.9
943,2018-01-17,60.1
944,2018-01-17,75.4
945,2016-10-17,73.1
946,2016-11-17,68.8
947,2016-12-17,72.3
948,2018-01-18,80.3
949,2018-01-18,26.3
950,2018-01-18,83.3
951,2018-01-18,59.3
952,2018-01-18,83
953,2018-01-18,66.4
954,2018-01-18,69.1
955,2018-01-18,65.4
956,2018-01-18,72
957,2016-10-18,60.8
958,2016-11-18,67
959,2016-12-18,68.5
960,2018-01-19,68.8
961,2018-01-19,39.4
962,2018-01-19,89.6
963,2018-01-19,57.9
964,2018-01-19,63.6
965,2018-01-19,80.8
966,2018-01-19,67.4
967,2018-01-19,68.5
968,2018-01-19,78.1
969,2016-10-19,70.35
970,2016-11-19,62.6
971,2016-12-19,64.6
972,2018-01-20,64.3
973,2018-01-20,39.8
974,2018-01-20,54.4
975,2018-01-20,53.4
976,2018-01-20,53.6
977,2018-01-20,70.6
978,2018-01-20,67
979,2018-01-20,68.5
980,2018-01-20,89.3
981,2016-10-20,69.6
982,2016-11-20,60.3
983,2016-12-20,74.9
984,2018-01-21,61.3
985,2018-01-21,21.1
986,2018-01-21,81.9
987,2018-01-21,62.6
988,2018-01-21,64
989,2018-01-21,60.9
990,2018-01-21,65.9
991,2018-01-21,65.5
992,2018-01-21,89.8
993,2016-10-21,68.8
994,2016-11-21,63.4
995,2016-12-21,78.5
996,2018-01-22,53.4
997,2018-01-22,39.4
998,2018-01-22,61.1
999,2018-01-22,80.5
1000,2018-01-22,69.8
1001,2018-01-22,60.1
1002,2018-01-22,71
1003,2018-01-22,62.4
1004,2018-01-22,81.8
1005,2016-10-22,75
1006,2016-11-22,42
1007,2016-12-22,74
1008,2018-01-23,39.4
1009,2018-01-23,59.4
1010,2018-01-23,60
1011,2018-01-23,91.6
1012,2018-01-23,60.5
1013,2018-01-23,68.4
1014,2018-01-23,69.1
1015,2018-01-23,79.5
1016,2018-01-23,72.9
1017,2016-10-23,77.4
1018,2016-11-23,56.1
1019,2016-12-23,47.6
1020,2018-01-24,30.5
1021,2018-01-24,60.4
1022,2018-01-24,59.9
1023,2018-01-24,80.1
1024,2018-01-24,56.5
1025,2018-01-24,62
1026,2018-01-24,71.8
1027,2018-01-24,66.5
1028,2018-01-24,75.1
1029,2016-10-24,71.4
1030,2016-11-24,79.4
1031,2016-12-24,46.4
1032,2018-01-25,22.4
1033,2018-01-25,61.3
1034,2018-01-25,62.3
1035,2018-01-25,52.8
1036,2018-01-25,56.3
1037,2018-01-25,65
1038,2018-01-25,69
1039,2018-01-25,79.6
1040,2018-01-25,65.1
1041,2016-10-25,69.4
1042,2016-11-25,89
1043,2016-12-25,47.5
1044,2018-01-26,23.1
1045,2018-01-26,53.1
1046,2018-01-26,58.6
1047,2018-01-26,61.4
1048,2018-01-26,58.6
1049,2018-01-26,84.4
1050,2018-01-26,62.6
1051,2018-01-26,90.4
1052,2018-01-26,62.8
1053,2016-10-26,86
1054,2016-11-26,77.3
1055,2016-12-26,33.4
1056,2018-01-27,37.1
1057,2018-01-27,61.4
1058,2018-01-27,58.6
1059,2018-01-27,58.3
1060,2018-01-27,66.3
1061,2018-01-27,79.5
1062,2018-01-27,71.1
1063,2018-01-27,92.4
1064,2018-01-27,64.4
1065,2016-10-27,72.9
1066,2016-11-27,73.4
1067,2016-12-27,16.5
1068,2018-01-28,33.6
1069,2018-01-28,78.8
1070,2018-01-28,61.1
1071,2018-01-28,70
1072,2018-01-28,86.3
1073,2018-01-28,89.5
1074,2018-01-28,77.9
1075,2018-01-28,81.5
1076,2018-01-28,68
1077,2016-10-28,71
1078,2016-11-28,58.1
1079,2016-12-28,28.3
1080,2018-01-29,34
1081,2018-01-29,50.2
1082,2018-01-29,66.4
1083,2018-01-29,65.8
1084,2018-01-29,75.8
1085,2018-01-29,81.3
1086,2018-01-29,54.5
1087,2018-01-29,76.6
1088,2018-01-29,70.8
1089,2016-10-29,75.8
