,date,humidity
2107,2021-01-21,95.8
2108,2021-01-21,89.3
2109,2016-10-21,79.5
2110,2016-11-21,86.4
2111,2016-12-21,74.3
2112,2021-01-22,97.5
2113,2021-01-22,55.3
2114,2021-01-22,40.6
2115,2021-01-22,57.9
2116,2021-01-22,74.8
2117,2021-01-22,85.1
2118,2021-01-22,80
2119,2021-01-22,85.1
2120,2021-01-22,83.4
2121,2016-10-22,64.3
2122,2016-11-22,59
2123,2016-12-22,68.8
2124,2021-01-23,87.9
2125,2021-01-23,29.5
2126,2021-01-23,55.8
2127,2021-01-23,46.1
2128,2021-01-23,71.3
2129,2021-01-23,86.3
2130,2021-01-23,80.1
2131,2021-01-23,97.6
2132,2021-01-23,77.8
2133,2016-10-23,74.6
2134,2016-11-23,66.6
2135,2016-12-23,62.6
2136,2021-01-24,70.4
2137,2021-01-24,40.5
2138,2021-01-24,67.4
2139,2021-01-24,60
2140,2021-01-24,72.4
2141,2021-01-24,81.3
2142,2021-01-24,80.4
2143,2021-01-24,91.1
2144,2021-01-24,78.4
2145,2016-10-24,79.3
2146,2016-11-24,63.5
2147,2016-12-24,66.5
2148,2021-01-25,75.8
2149,2021-01-25,77.5
2150,2021-01-25,64.3
2151,2021-01-25,64.4
2152,2021-01-25,57
2153,2021-01-25,78.5
2154,2021-01-25,78.5
2155,2021-01-25,95.1
2156,2021-01-25,83.5
2157,2016-10-25,76.8
2158,2016-11-25,65.5
2159,2016-12-25,32.5
2160,2021-01-26,94.5
2161,2021-01-26,67.9
2162,2021-01-26,58.4
2163,2021-01-26,58.9
2164,2021-01-26,61.6
2165,2021-01-26,78.1
2166,2021-01-26,77.1
2167,2021-01-26,85.5
2168,2021-01-26,73
2169,2016-10-26,76.9
2170,2016-11-26,61.8
2171,2016-12-26,33.9
2172,2021-01-27,61.5
2173,2021-01-27,58.6
2174,2021-01-27,90.9
2175,2021-01-27,70.4
2176,2021-01-27,77.9
2177,2021-01-27,76.9
2178,2021-01-27,77.8
2179,2021-01-27,88.6
2180,2021-01-27,73.6
2181,2016-10-27,78.6
2182,2016-11-27,66.5
2183,2016-12-27,56.3
2184,2021-01-28,58.1
2185,2021-01-28,77.1
2186,2021-01-28,67.9
2187,2021-01-28,70.1
2188,2021-01-28,75.1
2189,2021-01-28,75.3
2190,2021-01-28,78.5
2191,2021-01-28,82.3
2192,2021-01-28,83.4
2193,2016-10-28,72.9
2194,2016-11-28,66.4
2195,2016-12-28,70.8
2196,2021-01-29,39.4
2197,2021-01-29,49.4
2198,2021-01-29,59.4
2199,2021-01-29,53.1
2200,2021-01-29,73.4
2201,2021-01-29,77.3
2202,2021-01-29,78
2203,2021-01-29,91
2204,2021-01-29,96.6
2205,2016-10-29,76.4
2206,2016-11-29,71.4
2207,2016-12-29,67.1
2208,2021-01-30,69.4
2209,2021-01-30,60.85
2210,2021-01-30,52.3
2211,2021-01-30,47.1
2212,2021-01-30,67.9
2213,2021-01-30,77.5
2214,2021-01-30,80
2215,2021-01-30,85.8
2216,2021-01-30,88.9
2217,2016-10-30,81.8
2218,2016-11-30,82.4
2219,2016-12-30,51.4
2220,2021-01-31,74.6
2221,2021-01-31,69.8
2222,2021-01-31,65
2223,2021-01-31,67.3
2224,2021-01-31,69.6
2225,2021-01-31,76.5
2226,2021-01-31,83.4
2227,2021-01-31,84.4
2228,2021-01-31,82.4
2229,2016-10-31,80.4
2230,2016-11-31,56.85
2231,2016-12-31,33.3
